<Trace>
301
CsPbBr3-1-C18
X	Y
400	1920.95911
401	2161.21387
402	2221.28247
403	2101.14746
404	2151.20264
405	2191.248
406	2391.48633
407	2541.679
408	2611.77271
409	2812.055
410	2561.70557
411	2551.69214
412	2401.49878
413	2391.48633
414	2471.58765
415	2391.48633
416	2571.71875
417	2291.3645
418	2581.73218
419	2021.06165
420	2221.28247
421	2061.104
422	2311.38843
423	2601.75928
424	2291.3645
425	2521.65259
426	2731.9397
427	2842.099
428	2591.74561
429	3202.66528
430	3152.58276
431	3352.92114
432	3493.17065
433	4094.35547
434	4224.637
435	4585.4624
436	5477.79443
437	5848.88525
438	6932.48047
439	7926.3125
440	9101.504
441	10568.99
442	12581.0645
443	15078.9629
444	19195.4824
445	23756.1289
446	29850.4785
447	37697.0742
448	48537.4063
449	62814.8047
450	79104.89
451	100511.492
452	127879.1
453	162038.953
454	198057.688
455	238439.422
456	282789.375
457	318744.6
458	360251.1
459	381278.1
460	397969.2
461	410827.781
462	408662.219
463	405177.7
464	397587.938
465	390199.563
466	389256.563
467	390126.063
468	394098.844
469	403129.438
470	416395.2
471	429228
472	445724.438
473	462312.75
474	481600.031
475	496196.75
476	513463.219
477	535847.938
478	556919.3
479	581333.4
480	602077.5
481	641804.438
482	674372.25
483	718788.4
484	761058.2
485	799862.063
486	843662.8
487	881940.3
488	932328.75
489	971983.7
490	1025281.19
491	1086368.38
492	1145410.13
493	1205049.25
494	1272693.25
495	1321512.63
496	1395421.38
497	1461135.63
498	1523204.38
499	1589170.5
500	1652231.13
501	1712307.38
502	1770324.75
503	1824689.88
504	1863694.25
505	1899071.5
506	1923076.88
507	1923076.88
508	1923076.88
509	1923076.88
510	1923076.88
511	1888016.13
512	1809127.63
513	1738255.63
514	1646596.25
515	1553312.38
516	1437318.63
517	1319168.13
518	1214879.88
519	1115653.75
520	1020940.19
521	919204.063
522	837825.563
523	752417.2
524	686637.7
525	614893.75
526	558376
527	501822.531
528	456572.969
529	412586.781
530	379462.219
531	339690.1
532	304691.781
533	279224.781
534	249212.25
535	227422.688
536	205910.656
537	189320.563
538	169767.766
539	152629.813
540	141801.859
541	126682.461
542	116562.25
543	104519.563
544	93349.45
545	87134.5547
546	77573.77
547	71191.63
548	65430.5859
549	60460.543
550	54433.1563
551	49614.5469
552	44961.5273
553	41586.43
554	38421.2656
555	35352.9727
556	33184.68
557	29484.8828
558	28500.1484
559	24920.7773
560	23179.13
561	22389.834
562	19427.8047
563	18044.3926
564	16944.4316
565	16177.8574
566	15018.4922
567	13738.9609
568	13406.623
569	11333.33
570	10951.1221
571	10337.7363
572	9603.941
573	9573.791
574	8820.196
575	8127.149
576	7354.04346
577	7203.47461
578	7193.437
579	6611.35156
580	6380.573
581	6260.178
582	5728.524
583	5076.695
584	5718.49365
585	5006.511
586	4986.45947
587	4344.905
588	4455.15674
589	4535.34375
590	4114.39844
591	4284.77
592	4014.18677
593	4124.41943
594	4184.54932
595	4064.29175
596	3974.10352
597	3543.26221
598	3443.08032
599	3372.9563
600	3513.207
601	3242.73242
602	3413.02686
603	3292.81738
604	3342.90381
605	3372.9563
606	3453.09839
607	3212.68213
608	3292.81738
609	3072.45313
610	3292.81738
611	2882.15869
612	3142.56641
613	3052.42114
614	2992.327
615	2952.265
616	2802.04028
617	2621.78638
618	3072.45313
619	3002.34253
620	2771.99683
621	2751.968
622	3172.61548
623	2792.026
624	3062.437
625	2812.055
626	3062.437
627	2571.71875
628	2802.04028
629	2882.15869
630	3022.37378
631	2761.98242
632	2661.84131
633	3042.40527
634	2822.06958
635	2661.84131
636	2531.66577
637	2862.129
638	2731.9397
639	2741.95386
640	2641.81372
641	2932.23438
642	2822.06958
643	2631.8
644	3042.40527
645	2862.129
646	3032.38965
647	2882.15869
648	2761.98242
649	2802.04028
650	2681.86914
651	2962.28027
652	2671.85522
653	2832.08447
654	2611.77271
655	2771.99683
656	3062.437
657	2651.82764
658	3042.40527
659	2852.114
660	2761.98242
661	2882.15869
662	2912.20386
663	2872.1438
664	2761.98242
665	2902.18872
666	3052.42114
667	2782.01123
668	2942.24951
669	2912.20386
670	3112.51758
671	2611.77271
672	2932.23438
673	2952.265
674	2942.24951
675	2872.1438
676	2731.9397
677	2691.883
678	3072.45313
679	3222.69873
680	2962.28027
681	2982.31128
682	2962.28027
683	2942.24951
684	3002.34253
685	3282.80029
686	3042.40527
687	3252.74927
688	2972.296
689	2912.20386
690	3042.40527
691	3092.485
692	3242.73242
693	3162.599
694	3332.88647
695	3052.42114
696	3202.66528
697	3392.99146
698	3613.39258
699	3242.73242
700	3403.009
</Trace>
