<Trace>
301
CsPbBr3-1-C4
X	Y
400	930.225
401	1170.35608
402	1330.46008
403	1640.69971
404	1960.99951
405	2141.19165
406	2271.34082
407	2421.524
408	2091.13647
409	1880.91956
410	1930.96912
411	1600.666
412	1400.50989
413	1260.413
414	1090.30908
415	1010.26532
416	1030.27588
417	980.2498
418	1030.27588
419	960.2397
420	860.1924
421	900.2107
422	740.1424
423	1080.30334
424	830.179138
425	780.1582
426	660.1133
427	790.1623
428	890.206
429	720.1348
430	890.206
431	960.2397
432	960.2397
433	1080.30334
434	1140.338
435	1210.38086
436	1280.42615
437	1590.65771
438	1550.625
439	1480.56982
440	1210.38086
441	1280.42615
442	1360.48108
443	1330.46008
444	1140.338
445	1060.29224
446	1130.33215
447	1240.3999
448	1180.36218
449	1310.44641
450	1110.32043
451	1410.51721
452	1240.3999
453	1190.36829
454	1550.625
455	1720.76965
456	1900.93921
457	1920.95911
458	2191.248
459	2982.31128
460	2952.265
461	3523.22534
462	4104.377
463	4856.126
464	5648.28662
465	5547.995
466	6541.112
467	7916.271
468	8247.661
469	9151.741
470	10991.3506
471	13024.0029
472	13900.1143
473	15724.1094
474	17499.3789
475	19114.6816
476	21732.3359
477	23492.916
478	27018.92
479	29748.918
480	32320.0781
481	36188.37
482	41014.2734
483	45862.5547
484	51647.37
485	55513.6
486	60821.7539
487	69822.3359
488	74556.7656
489	83851.81
490	93223.4844
491	101428.4
492	113504.727
493	127088.383
494	138413.8
495	155132.25
496	168391.969
497	187225.141
498	204831.328
499	222678.781
500	241588.969
501	258775.453
502	275920.7
503	292009.25
504	305172.25
505	316880.7
506	324868.156
507	334209.2
508	334340.1
509	340095.844
510	335887.563
511	327261.4
512	318980.7
513	304047.469
514	293208.531
515	273302.25
516	255083.766
517	244289.453
518	224880.656
519	210278.625
520	193761.578
521	183074.125
522	168926.875
523	152261.766
524	141188.328
525	127473.016
526	118677.766
527	110039.031
528	100079.547
529	92709.22
530	86015.28
531	78990.27
532	70963.35
533	63321.14
534	60543.0977
535	53363.5938
536	50035.31
537	46569.34
538	43518.7148
539	39564.207
540	37248.418
541	33072.7656
542	30602.2031
543	28226.1367
544	25934.0859
545	24019.3789
546	22460.6563
547	19740.9785
548	18266.4785
549	16823.373
550	15502.3164
551	14635.5508
552	12601.1953
553	12108.0371
554	11122.1006
555	9885.364
556	9423.049
557	8810.15
558	7615.057
559	7103.102
560	6470.87451
561	6270.211
562	5327.372
563	5678.375
564	4986.45947
565	4354.92725
566	4294.792
567	3723.60254
568	3523.22534
569	3122.53369
570	3192.64868
571	2912.20386
572	2581.73218
573	2391.48633
574	2211.27075
575	1981.02
576	1860.9
577	1800.8429
578	1820.86182
579	1560.633
580	1590.65771
581	1400.50989
582	1290.43286
583	1510.59314
584	1340.467
585	1310.44641
586	1300.43958
587	1160.35
588	990.254944
589	920.220154
590	940.2298
591	830.179138
592	980.2498
593	830.179138
594	570.0845
595	1070.29773
596	940.2298
597	810.170654
598	780.1582
599	840.183533
600	710.1311
601	720.1348
602	660.1133
603	800.166443
604	640.1065
605	570.0845
606	660.1133
607	610.096741
608	620.1
609	730.1386
610	650.109863
611	630.1032
612	640.1065
613	440.050354
614	650.109863
615	530.073059
616	650.109863
617	550.0787
618	590.0905
619	590.0905
620	730.1386
621	590.0905
622	680.120239
623	510.067627
624	570.0845
625	550.0787
626	450.052673
627	580.087463
628	710.1311
629	560.081543
630	630.1032
631	630.1032
632	580.087463
633	570.0845
634	640.1065
635	750.1463
636	660.1133
637	570.0845
638	600.0936
639	640.1065
640	560.081543
641	470.057434
642	580.087463
643	570.0845
644	490.062439
645	720.1348
646	510.067627
647	510.067627
648	670.11676
649	610.096741
650	520.0703
651	680.120239
652	460.055023
653	580.087463
654	410.0437
655	590.0905
656	480.0599
657	580.087463
658	590.0905
659	520.0703
660	590.0905
661	470.057434
662	570.0845
663	490.062439
664	470.057434
665	510.067627
666	520.0703
667	610.096741
668	530.073059
669	520.0703
670	600.0936
671	530.073059
672	670.11676
673	520.0703
674	500.065
675	650.109863
676	550.0787
677	490.062439
678	540.0758
679	710.1311
680	520.0703
681	840.183533
682	520.0703
683	510.067627
684	680.120239
685	660.1133
686	690.12384
687	440.050354
688	580.087463
689	550.0787
690	550.0787
691	740.1424
692	550.0787
693	620.1
694	750.1463
695	690.12384
696	800.166443
697	710.1311
698	720.1348
699	650.109863
700	720.1348
</Trace>
